page_type,지역명,학교명,학교급,학년표현,과목표현,내신사용,display_keyword,compact_keyword,slug,title,title_core_terms,body_core_terms,description_core_terms,is_valid,validation_note
region,모전동,,,초등,영수,false,모전동 초등 영수과외,모전동초등영수과외,모전동초등영수과외,모전동 초등 영수과외 풀이 근거와 판단 순서를 꼼꼼히 살피는 학습 기록을 활용하는 방법을 정리합니다,모전동|초등|영수|과외,모전동|초등|영수|과외,모전동|초등|영수|과외,true,정상
region,문흥동,,,초등학생,영어,false,문흥동 초등학생 영어과외,문흥동초등학생영어과외,문흥동초등학생영어과외,문흥동 초등학생 영어과외 어휘 복습과 독해 문제 접근 기준을 살펴봅니다 학습 방향을 함께 살펴봅니다,문흥동|초등학생|영어|과외,문흥동|초등학생|영어|과외,문흥동|초등학생|영어|과외,true,정상
region,남구,,,초등학생,수학,false,남구 초등학생 수학과외,남구초등학생수학과외,남구초등학생수학과외,남구 초등학생 수학과외 계산 과정과 오답 관리의 학습 기준을 정리합니다 학습 방향을 함께 살펴봅니다,남구|초등학생|수학|과외,남구|초등학생|수학|과외,남구|초등학생|수학|과외,true,정상
region,변동,,,초등학생,과학,false,변동 초등학생 과학과외,변동초등학생과학과외,변동초등학생과학과외,변동 초등학생 과학과외 개념 이해와 탐구 자료 해석 방향을 정리합니다 학습 방향을 함께 살펴봅니다,변동|초등학생|과학|과외,변동|초등학생|과학|과외,변동|초등학생|과학|과외,true,정상
region,구포동,,,초등학생,국어,false,구포동 초등학생 국어과외,구포동초등학생국어과외,구포동초등학생국어과외,구포동 초등학생 국어과외 복습 주기와 학습량을 함께 조절하는 취약 부분을 보완하는 흐름을 알아봅니다,구포동|초등학생|국어|과외,구포동|초등학생|국어|과외,구포동|초등학생|국어|과외,true,정상
region,거여동,,,초등학생,영수,false,거여동 초등학생 영수과외,거여동초등학생영수과외,거여동초등학생영수과외,거여동 초등학생 영수과외 시험 범위와 우선순위를 미리 정하는 학습 기록을 활용하는 방법을 정리합니다,거여동|초등학생|영수|과외,거여동|초등학생|영수|과외,거여동|초등학생|영수|과외,true,정상
region,아름동,,,중등,영어,false,아름동 중등 영어과외,아름동중등영어과외,아름동중등영어과외,아름동 중등 영어과외 풀이 근거와 판단 순서를 꼼꼼히 살피는 학습 기록을 활용하는 방법을 정리합니다,아름동|중등|영어|과외,아름동|중등|영어|과외,아름동|중등|영어|과외,true,정상
region,일산동,,,중등,수학,false,일산동 중등 수학과외,일산동중등수학과외,일산동중등수학과외,일산동 중등 수학과외 풀이 근거와 판단 순서를 꼼꼼히 살피는 학습 기록을 활용하는 방법을 정리합니다,일산동|중등|수학|과외,일산동|중등|수학|과외,일산동|중등|수학|과외,true,정상
region,청학동,,,중등,과학,false,청학동 중등 과학과외,청학동중등과학과외,청학동중등과학과외,청학동 중등 과학과외 단기 목표와 누적 복습을 함께 배치하는 취약 부분을 보완하는 흐름을 알아봅니다,청학동|중등|과학|과외,청학동|중등|과학|과외,청학동|중등|과학|과외,true,정상
region,산정동,,,중등,국어,false,산정동 중등 국어과외,산정동중등국어과외,산정동중등국어과외,산정동 중등 국어과외 국어 독해와 서술형 답안의 학습 방향을 정리합니다 시험 준비을 함께 살펴봅니다,산정동|중등|국어|과외,산정동|중등|국어|과외,산정동|중등|국어|과외,true,정상
region,덕진동,,,중등,영수,false,덕진동 중등 영수과외,덕진동중등영수과외,덕진동중등영수과외,덕진동 중등 영수과외 기초부터 차근차근 점검하는 학습 기준을 정리합니다 학습 방향을 함께 살펴봅니다,덕진동|중등|영수|과외,덕진동|중등|영수|과외,덕진동|중등|영수|과외,true,정상
region,노형동,,,중학생,영어,false,노형동 중학생 영어과외,노형동중학생영어과외,노형동중학생영어과외,노형동 중학생 영어과외 영어 독해와 문장 해석의 학습 방향을 정리합니다 시험 준비을 함께 살펴봅니다,노형동|중학생|영어|과외,노형동|중학생|영어|과외,노형동|중학생|영어|과외,true,정상
region,청당동,,,중학생,수학,false,청당동 중학생 수학과외,청당동중학생수학과외,청당동중학생수학과외,청당동 중학생 수학과외 계산 과정과 오답 관리의 학습 기준을 정리합니다 학습 방향을 함께 살펴봅니다,청당동|중학생|수학|과외,청당동|중학생|수학|과외,청당동|중학생|수학|과외,true,정상
region,산남동,,,중학생,과학,false,산남동 중학생 과학과외,산남동중학생과학과외,산남동중학생과학과외,산남동 중학생 과학과외 교과 내용을 자신의 말로 설명해 보는 학습 기록을 활용하는 방법을 정리합니다,산남동|중학생|과학|과외,산남동|중학생|과학|과외,산남동|중학생|과학|과외,true,정상
region,정선군,,,중학생,국어,false,정선군 중학생 국어과외,정선군중학생국어과외,정선군중학생국어과외,정선군 중학생 국어과외 지문 이해와 답의 근거를 찾는 과정을 살펴봅니다 학습 방향을 함께 살펴봅니다,정선군|중학생|국어|과외,정선군|중학생|국어|과외,정선군|중학생|국어|과외,true,정상
region,덕정동,,,중학생,영수,false,덕정동 중학생 영수과외,덕정동중학생영수과외,덕정동중학생영수과외,덕정동 중학생 영수과외 영수 학습의 균형과 오답 관리 흐름을 살펴봅니다 학습 방향을 함께 살펴봅니다,덕정동|중학생|영수|과외,덕정동|중학생|영수|과외,덕정동|중학생|영수|과외,true,정상
region,회원동,,,고등,영어,false,회원동 고등 영어과외,회원동고등영어과외,회원동고등영어과외,회원동 고등 영어과외 서술 과정과 답의 근거를 함께 점검하는 취약 부분을 보완하는 흐름을 알아봅니다,회원동|고등|영어|과외,회원동|고등|영어|과외,회원동|고등|영어|과외,true,정상
region,신평동,,,고등,수학,false,신평동 고등 수학과외,신평동고등수학과외,신평동고등수학과외,신평동 고등 수학과외 집중 시간과 공부 분량을 알맞게 나누는 취약 부분을 보완하는 흐름을 알아봅니다,신평동|고등|수학|과외,신평동|고등|수학|과외,신평동|고등|수학|과외,true,정상
region,소태동,,,고등,과학,false,소태동 고등 과학과외,소태동고등과학과외,소태동고등과학과외,소태동 고등 과학과외 과목별 공부 순서를 균형 있게 살펴보는 학습 기록을 활용하는 방법을 정리합니다,소태동|고등|과학|과외,소태동|고등|과학|과외,소태동|고등|과학|과외,true,정상
region,원대동,,,고등,국어,false,원대동 고등 국어과외,원대동고등국어과외,원대동고등국어과외,원대동 고등 국어과외 기초부터 차근차근 점검하는 공부 방향을 살펴봅니다 학습 방향을 함께 살펴봅니다,원대동|고등|국어|과외,원대동|고등|국어|과외,원대동|고등|국어|과외,true,정상
region,석교동,,,고등,영수,false,석교동 고등 영수과외,석교동고등영수과외,석교동고등영수과외,석교동 고등 영수과외 과목별 공부 순서를 균형 있게 살펴보는 학습 기록을 활용하는 방법을 정리합니다,석교동|고등|영수|과외,석교동|고등|영수|과외,석교동|고등|영수|과외,true,정상
region,다대동,,,고등학생,영어,false,다대동 고등학생 영어과외,다대동고등학생영어과외,다대동고등학생영어과외,다대동 고등학생 영어과외 어휘 복습과 독해 문제 접근 기준을 살펴봅니다 학습 방향을 함께 살펴봅니다,다대동|고등학생|영어|과외,다대동|고등학생|영어|과외,다대동|고등학생|영어|과외,true,정상
region,수서동,,,고등학생,수학,false,수서동 고등학생 수학과외,수서동고등학생수학과외,수서동고등학생수학과외,수서동 고등학생 수학과외 반복 학습의 시점과 방법을 조정하는 학습 기록을 활용하는 방법을 정리합니다,수서동|고등학생|수학|과외,수서동|고등학생|수학|과외,수서동|고등학생|수학|과외,true,정상
region,산울동,,,고등학생,과학,false,산울동 고등학생 과학과외,산울동고등학생과학과외,산울동고등학생과학과외,산울동 고등학생 과학과외 개념 이해와 탐구 자료 해석 방향을 정리합니다 학습 방향을 함께 살펴봅니다,산울동|고등학생|과학|과외,산울동|고등학생|과학|과외,산울동|고등학생|과학|과외,true,정상
region,다운동,,,고등학생,국어,false,다운동 고등학생 국어과외,다운동고등학생국어과외,다운동고등학생국어과외,다운동 고등학생 국어과외 복습 주기와 학습량을 함께 조절하는 학습 기록을 활용하는 방법을 정리합니다,다운동|고등학생|국어|과외,다운동|고등학생|국어|과외,다운동|고등학생|국어|과외,true,정상
region,삼산동,,,고등학생,영수,false,삼산동 고등학생 영수과외,삼산동고등학생영수과외,삼산동고등학생영수과외,삼산동 고등학생 영수과외 과목 특성에 맞는 복습 방법을 찾는 취약 부분을 보완하는 흐름을 알아봅니다,삼산동|고등학생|영수|과외,삼산동|고등학생|영수|과외,삼산동|고등학생|영수|과외,true,정상
region,영산동,,,,,true,영산동 내신과외,영산동내신과외,영산동내신과외,영산동 내신과외 교과서와 수행평가를 연결한 내신 준비 흐름을 점검합니다 학습 방향을 함께 살펴봅니다,영산동|내신|과외,영산동|내신|과외,영산동|내신|과외,true,정상
region,조촌동,,,,영어,true,조촌동 영어 내신과외,조촌동영어내신과외,조촌동영어내신과외,조촌동 영어 내신과외 교과 진도와 취약 부분을 함께 확인하는 취약 부분을 보완하는 흐름을 알아봅니다,조촌동|영어|내신|과외,조촌동|영어|내신|과외,조촌동|영어|내신|과외,true,정상
region,월평동,,,,수학,true,월평동 수학 내신과외,월평동수학내신과외,월평동수학내신과외,월평동 수학 내신과외 기초부터 차근차근 점검하는 학습 기준을 정리합니다 학습 방향을 함께 살펴봅니다,월평동|수학|내신|과외,월평동|수학|내신|과외,월평동|수학|내신|과외,true,정상
region,반죽동,,,,과학,true,반죽동 과학 내신과외,반죽동과학내신과외,반죽동과학내신과외,반죽동 과학 내신과외 기초부터 차근차근 점검하는 학습 기준을 정리합니다 학습 방향을 함께 살펴봅니다,반죽동|과학|내신|과외,반죽동|과학|내신|과외,반죽동|과학|내신|과외,true,정상
region,관동,,,,국어,true,관동 국어 내신과외,관동국어내신과외,관동국어내신과외,관동 국어 내신과외 시험 범위와 오답 관리 기준을 구체적으로 살펴봅니다 학습 방향을 함께 살펴봅니다,관동|국어|내신|과외,관동|국어|내신|과외,관동|국어|내신|과외,true,정상
region,단구동,,,,영수,true,단구동 영수 내신과외,단구동영수내신과외,단구동영수내신과외,단구동 영수 내신과외 집중 시간과 공부 분량을 알맞게 나누는 학습 기록을 활용하는 방법을 정리합니다,단구동|영수|내신|과외,단구동|영수|내신|과외,단구동|영수|내신|과외,true,정상
school,,유봉여자중학교,중학교,,,false,유봉여자중학교과외,유봉여자중학교과외,유봉여자중학교과외,유봉여자중학교과외 복습 계획을 구체화합니다 학습 방향을 함께 살펴봅니다 시험 준비을 함께 살펴봅니다,유봉여자중학교|과외,유봉여자중학교|과외,유봉여자중학교|과외,true,정상
school,,임곡중학교,중학교,,영어,false,임곡중학교 영어과외,임곡중학교영어과외,임곡중학교영어과외,임곡중학교 영어과외 학습 기준을 정리합니다 학습 방향을 함께 살펴봅니다 시험 준비을 함께 살펴봅니다,임곡중학교|영어|과외,임곡중학교|영어|과외,임곡중학교|영어|과외,true,정상
school,,도계중학교,중학교,,수학,false,도계중학교 수학과외,도계중학교수학과외,도계중학교수학과외,도계중학교 수학과외 공부 방향을 살펴봅니다 학습 방향을 함께 살펴봅니다 시험 준비을 함께 살펴봅니다,도계중학교|수학|과외,도계중학교|수학|과외,도계중학교|수학|과외,true,정상
school,,상모중학교,중학교,,과학,false,상모중학교 과학과외,상모중학교과학과외,상모중학교과학과외,상모중학교 과학과외 공부 방향을 살펴봅니다 학습 방향을 함께 살펴봅니다 시험 준비을 함께 살펴봅니다,상모중학교|과학|과외,상모중학교|과학|과외,상모중학교|과학|과외,true,정상
school,,광산중학교,중학교,,국어,false,광산중학교 국어과외,광산중학교국어과외,광산중학교국어과외,광산중학교 국어과외 공부 방향을 살펴봅니다 학습 방향을 함께 살펴봅니다 시험 준비을 함께 살펴봅니다,광산중학교|국어|과외,광산중학교|국어|과외,광산중학교|국어|과외,true,정상
school,,대곡중학교,중학교,,영수,false,대곡중학교 영수과외,대곡중학교영수과외,대곡중학교영수과외,대곡중학교 영수과외 학습 기준을 정리합니다 학습 방향을 함께 살펴봅니다 시험 준비을 함께 살펴봅니다,대곡중학교|영수|과외,대곡중학교|영수|과외,대곡중학교|영수|과외,true,정상
school,,대전경덕중학교,중학교,중등,,false,대전경덕중학교 중등과외,대전경덕중학교중등과외,대전경덕중학교중등과외,대전경덕중학교 중등과외 스스로 공부하는 기준을 조금씩 세우는 학습 기록을 활용하는 방법을 정리합니다,대전경덕중학교|중등|과외,대전경덕중학교|중등|과외,대전경덕중학교|중등|과외,true,정상
school,,광무여자중학교,중학교,중학생,,false,광무여자중학교 중학생과외,광무여자중학교중학생과외,광무여자중학교중학생과외,광무여자중학교 중학생과외 학습 부담을 나누어 꾸준히 이어가는 학습 기록을 활용하는 방법을 정리합니다,광무여자중학교|중학생|과외,광무여자중학교|중학생|과외,광무여자중학교|중학생|과외,true,정상
school,,오륜중학교,중학교,중등,영어,false,오륜중학교 중등 영어과외,오륜중학교중등영어과외,오륜중학교중등영어과외,오륜중학교 중등 영어과외 어휘 복습과 독해 문제 접근 기준을 살펴봅니다 학습 방향을 함께 살펴봅니다,오륜중학교|중등|영어|과외,오륜중학교|중등|영어|과외,오륜중학교|중등|영어|과외,true,정상
school,,한솔중학교,중학교,중등,수학,false,한솔중학교 중등 수학과외,한솔중학교중등수학과외,한솔중학교중등수학과외,한솔중학교 중등 수학과외 반복 학습의 시점과 방법을 조정하는 학습 기록을 활용하는 방법을 정리합니다,한솔중학교|중등|수학|과외,한솔중학교|중등|수학|과외,한솔중학교|중등|수학|과외,true,정상
school,,약사중학교,중학교,중등,과학,false,약사중학교 중등 과학과외,약사중학교중등과학과외,약사중학교중등과학과외,약사중학교 중등 과학과외 개념 이해와 탐구 자료 해석 방향을 정리합니다 학습 방향을 함께 살펴봅니다,약사중학교|중등|과학|과외,약사중학교|중등|과학|과외,약사중학교|중등|과학|과외,true,정상
school,,원당중학교,중학교,중등,국어,false,원당중학교 중등 국어과외,원당중학교중등국어과외,원당중학교중등국어과외,원당중학교 중등 국어과외 과목별 공부 순서를 균형 있게 살펴보는 매일 실천할 공부 기준을 안내합니다,원당중학교|중등|국어|과외,원당중학교|중등|국어|과외,원당중학교|중등|국어|과외,true,정상
school,,목포청호중학교,중학교,중등,영수,false,목포청호중학교 중등 영수과외,목포청호중학교중등영수과외,목포청호중학교중등영수과외,목포청호중학교 중등 영수과외 학습 부담을 나누어 꾸준히 이어가는 매일 실천할 공부 기준을 안내합니다,목포청호중학교|중등|영수|과외,목포청호중학교|중등|영수|과외,목포청호중학교|중등|영수|과외,true,정상
school,,봉서중학교,중학교,중학생,영어,false,봉서중학교 중학생 영어과외,봉서중학교중학생영어과외,봉서중학교중학생영어과외,봉서중학교 중학생 영어과외 집중 시간과 공부 분량을 알맞게 나누는 시험 범위별 우선순위를 확인합니다,봉서중학교|중학생|영어|과외,봉서중학교|중학생|영어|과외,봉서중학교|중학생|영어|과외,true,정상
school,,효돈중학교,중학교,중학생,수학,false,효돈중학교 중학생 수학과외,효돈중학교중학생수학과외,효돈중학교중학생수학과외,효돈중학교 중학생 수학과외 수학 개념 이해와 문제풀이 순서를 점검합니다 학습 방향을 함께 살펴봅니다,효돈중학교|중학생|수학|과외,효돈중학교|중학생|수학|과외,효돈중학교|중학생|수학|과외,true,정상
school,,공주여자중학교,중학교,중학생,과학,false,공주여자중학교 중학생 과학과외,공주여자중학교중학생과학과외,공주여자중학교중학생과학과외,공주여자중학교 중학생 과학과외 반복 학습의 시점과 방법을 조정하는 시험 범위별 우선순위를 확인합니다,공주여자중학교|중학생|과학|과외,공주여자중학교|중학생|과학|과외,공주여자중학교|중학생|과학|과외,true,정상
school,,청운중학교,중학교,중학생,국어,false,청운중학교 중학생 국어과외,청운중학교중학생국어과외,청운중학교중학생국어과외,청운중학교 중학생 국어과외 오답 관리까지 자연스럽게 연결하는 학습 기록을 활용하는 방법을 정리합니다,청운중학교|중학생|국어|과외,청운중학교|중학생|국어|과외,청운중학교|중학생|국어|과외,true,정상
school,,함백중학교,중학교,중학생,영수,false,함백중학교 중학생 영수과외,함백중학교중학생영수과외,함백중학교중학생영수과외,함백중학교 중학생 영수과외 주간 계획과 실천 결과를 비교하는 학습 기록을 활용하는 방법을 정리합니다,함백중학교|중학생|영수|과외,함백중학교|중학생|영수|과외,함백중학교|중학생|영수|과외,true,정상
school,,장기중학교,중학교,,,true,장기중학교 내신과외,장기중학교내신과외,장기중학교내신과외,장기중학교 내신과외 시험 범위와 오답 관리 기준을 구체적으로 살펴봅니다 학습 방향을 함께 살펴봅니다,장기중학교|내신|과외,장기중학교|내신|과외,장기중학교|내신|과외,true,정상
school,,활천중학교,중학교,,영어,true,활천중학교 영어 내신과외,활천중학교영어내신과외,활천중학교영어내신과외,활천중학교 영어 내신과외 학습 부담을 나누어 꾸준히 이어가는 취약 부분을 보완하는 흐름을 알아봅니다,활천중학교|영어|내신|과외,활천중학교|영어|내신|과외,활천중학교|영어|내신|과외,true,정상
school,,오상중학교,중학교,,수학,true,오상중학교 수학 내신과외,오상중학교수학내신과외,오상중학교수학내신과외,오상중학교 수학 내신과외 과목별 공부 순서를 균형 있게 살펴보는 교과 진도에 맞는 계획을 알아봅니다,오상중학교|수학|내신|과외,오상중학교|수학|내신|과외,오상중학교|수학|내신|과외,true,정상
school,,광주체육중학교,중학교,,과학,true,광주체육중학교 과학 내신과외,광주체육중학교과학내신과외,광주체육중학교과학내신과외,광주체육중학교 과학 내신과외 취약한 부분을 기록하며 보완하는 취약 부분을 보완하는 흐름을 알아봅니다,광주체육중학교|과학|내신|과외,광주체육중학교|과학|내신|과외,광주체육중학교|과학|내신|과외,true,정상
school,,대구북중학교,중학교,,국어,true,대구북중학교 국어 내신과외,대구북중학교국어내신과외,대구북중학교국어내신과외,대구북중학교 국어 내신과외 오답 관리까지 자연스럽게 연결하는 취약 부분을 보완하는 흐름을 알아봅니다,대구북중학교|국어|내신|과외,대구북중학교|국어|내신|과외,대구북중학교|국어|내신|과외,true,정상
school,,대전원신흥중학교,중학교,,영수,true,대전원신흥중학교 영수 내신과외,대전원신흥중학교영수내신과외,대전원신흥중학교영수내신과외,대전원신흥중학교 영수 내신과외 서술 과정과 답의 근거를 함께 점검하는 꾸준한 학습 기준을 알아봅니다,대전원신흥중학교|영수|내신|과외,대전원신흥중학교|영수|내신|과외,대전원신흥중학교|영수|내신|과외,true,정상
school,,동아중학교,중학교,중등,,true,동아중학교 중등 내신과외,동아중학교중등내신과외,동아중학교중등내신과외,동아중학교 중등 내신과외 집중 시간과 공부 분량을 알맞게 나누는 교과 진도에 맞는 계획을 알아봅니다,동아중학교|중등|내신|과외,동아중학교|중등|내신|과외,동아중학교|중등|내신|과외,true,정상
school,,휘문중학교,중학교,중학생,,true,휘문중학교 중학생 내신과외,휘문중학교중학생내신과외,휘문중학교중학생내신과외,휘문중학교 중학생 내신과외 매일 이어갈 수 있는 학습 리듬을 만드는 집중과 휴식의 기준을 점검합니다,휘문중학교|중학생|내신|과외,휘문중학교|중학생|내신|과외,휘문중학교|중학생|내신|과외,true,정상
school,,새움중학교,중학교,중등,영어,true,새움중학교 중등 영어 내신과외,새움중학교중등영어내신과외,새움중학교중등영어내신과외,새움중학교 중등 영어 내신과외 스스로 공부하는 기준을 조금씩 세우는 집중과 휴식의 기준을 점검합니다,새움중학교|중등|영어|내신|과외,새움중학교|중등|영어|내신|과외,새움중학교|중등|영어|내신|과외,true,정상
school,,신정중학교,중학교,중등,수학,true,신정중학교 중등 수학 내신과외,신정중학교중등수학내신과외,신정중학교중등수학내신과외,신정중학교 중등 수학 내신과외 단기 목표와 누적 복습을 함께 배치하는 문제 해결의 순서를 정리합니다,신정중학교|중등|수학|내신|과외,신정중학교|중등|수학|내신|과외,신정중학교|중등|수학|내신|과외,true,정상
school,,남인천여자중학교,중학교,중등,과학,true,남인천여자중학교 중등 과학 내신과외,남인천여자중학교중등과학내신과외,남인천여자중학교중등과학내신과외,남인천여자중학교 중등 과학 내신과외 교과 진도에 맞는 계획을 알아봅니다 학습 방향을 함께 살펴봅니다,남인천여자중학교|중등|과학|내신|과외,남인천여자중학교|중등|과학|내신|과외,남인천여자중학교|중등|과학|내신|과외,true,정상
school,,충덕중학교,중학교,중등,국어,true,충덕중학교 중등 국어 내신과외,충덕중학교중등국어내신과외,충덕중학교중등국어내신과외,충덕중학교 중등 국어 내신과외 오답 관리까지 자연스럽게 연결하는 매일 실천할 공부 기준을 안내합니다,충덕중학교|중등|국어|내신|과외,충덕중학교|중등|국어|내신|과외,충덕중학교|중등|국어|내신|과외,true,정상
school,,낭주중학교,중학교,중등,영수,true,낭주중학교 중등 영수 내신과외,낭주중학교중등영수내신과외,낭주중학교중등영수내신과외,낭주중학교 중등 영수 내신과외 풀이 근거와 판단 순서를 꼼꼼히 살피는 꾸준한 학습 기준을 알아봅니다,낭주중학교|중등|영수|내신|과외,낭주중학교|중등|영수|내신|과외,낭주중학교|중등|영수|내신|과외,true,정상
school,,남주중학교,중학교,중학생,영어,true,남주중학교 중학생 영어 내신과외,남주중학교중학생영어내신과외,남주중학교중학생영어내신과외,남주중학교 중학생 영어 내신과외 학습 습관을 현실적으로 조정하는 교과 진도에 맞는 계획을 알아봅니다,남주중학교|중학생|영어|내신|과외,남주중학교|중학생|영어|내신|과외,남주중학교|중학생|영어|내신|과외,true,정상
school,,봉황중학교,중학교,중학생,수학,true,봉황중학교 중학생 수학 내신과외,봉황중학교중학생수학내신과외,봉황중학교중학생수학내신과외,봉황중학교 중학생 수학 내신과외 학습 기록을 활용하는 방법을 정리합니다 학습 방향을 함께 살펴봅니다,봉황중학교|중학생|수학|내신|과외,봉황중학교|중학생|수학|내신|과외,봉황중학교|중학생|수학|내신|과외,true,정상
school,,복대중학교,중학교,중학생,과학,true,복대중학교 중학생 과학 내신과외,복대중학교중학생과학내신과외,복대중학교중학생과학내신과외,복대중학교 중학생 과학 내신과외 교과 진도와 취약 부분을 함께 확인하는 시험 대비 흐름을 점검합니다,복대중학교|중학생|과학|내신|과외,복대중학교|중학생|과학|내신|과외,복대중학교|중학생|과학|내신|과외,true,정상
school,,남춘천중학교,중학교,중학생,국어,true,남춘천중학교 중학생 국어 내신과외,남춘천중학교중학생국어내신과외,남춘천중학교중학생국어내신과외,남춘천중학교 중학생 국어 내신과외 기초부터 차근차근 점검하는 취약 부분을 보완하는 흐름을 알아봅니다,남춘천중학교|중학생|국어|내신|과외,남춘천중학교|중학생|국어|내신|과외,남춘천중학교|중학생|국어|내신|과외,true,정상
school,,도촌중학교,중학교,중학생,영수,true,도촌중학교 중학생 영수 내신과외,도촌중학교중학생영수내신과외,도촌중학교중학생영수내신과외,도촌중학교 중학생 영수 내신과외 학습 부담을 나누어 꾸준히 이어가는 집중과 휴식의 기준을 점검합니다,도촌중학교|중학생|영수|내신|과외,도촌중학교|중학생|영수|내신|과외,도촌중학교|중학생|영수|내신|과외,true,정상
school,,마산무학여자중학교,중학교,,,false,마산무학여자중학교과외,마산무학여자중학교과외,마산무학여자중학교과외,마산무학여자중학교과외 기초부터 차근차근 점검하는 학습 기준을 정리합니다 학습 방향을 함께 살펴봅니다,마산무학여자중학교|과외,마산무학여자중학교|과외,마산무학여자중학교|과외,true,정상
school,,포항이동중학교,중학교,,영어,false,포항이동중학교 영어과외,포항이동중학교영어과외,포항이동중학교영어과외,포항이동중학교 영어과외 영어 독해와 문장 해석의 학습 방향을 정리합니다 시험 준비을 함께 살펴봅니다,포항이동중학교|영어|과외,포항이동중학교|영어|과외,포항이동중학교|영어|과외,true,정상
school,,지산중학교,중학교,,수학,false,지산중학교 수학과외,지산중학교수학과외,지산중학교수학과외,지산중학교 수학과외 공부 방향을 살펴봅니다 학습 방향을 함께 살펴봅니다 시험 준비을 함께 살펴봅니다,지산중학교|수학|과외,지산중학교|수학|과외,지산중학교|수학|과외,true,정상
school,,구남중학교,중학교,,과학,false,구남중학교 과학과외,구남중학교과학과외,구남중학교과학과외,구남중학교 과학과외 공부 방향을 살펴봅니다 학습 방향을 함께 살펴봅니다 시험 준비을 함께 살펴봅니다,구남중학교|과학|과외,구남중학교|과학|과외,구남중학교|과학|과외,true,정상
school,,삼척여자고등학교,고등학교,,국어,false,삼척여자고등학교 국어과외,삼척여자고등학교국어과외,삼척여자고등학교국어과외,삼척여자고등학교 국어과외 매일 이어갈 수 있는 학습 리듬을 만드는 시험 범위별 우선순위를 확인합니다,삼척여자고등학교|국어|과외,삼척여자고등학교|국어|과외,삼척여자고등학교|국어|과외,true,정상
school,,광명북고등학교,고등학교,,영수,false,광명북고등학교 영수과외,광명북고등학교영수과외,광명북고등학교영수과외,광명북고등학교 영수과외 과목별 복습과 시험 일정 관리 기준을 정리합니다 학습 방향을 함께 살펴봅니다,광명북고등학교|영수|과외,광명북고등학교|영수|과외,광명북고등학교|영수|과외,true,정상
school,,한일여자고등학교,고등학교,고등,,false,한일여자고등학교 고등과외,한일여자고등학교고등과외,한일여자고등학교고등과외,한일여자고등학교 고등과외 반복 학습의 시점과 방법을 조정하는 학습 기록을 활용하는 방법을 정리합니다,한일여자고등학교|고등|과외,한일여자고등학교|고등|과외,한일여자고등학교|고등|과외,true,정상
school,,두호고등학교,고등학교,고등학생,,false,두호고등학교 고등학생과외,두호고등학교고등학생과외,두호고등학교고등학생과외,두호고등학교 고등학생과외 학습 부담을 나누어 꾸준히 이어가는 학습 기록을 활용하는 방법을 정리합니다,두호고등학교|고등학생|과외,두호고등학교|고등학생|과외,두호고등학교|고등학생|과외,true,정상
school,,명진고등학교,고등학교,고등,영어,false,명진고등학교 고등 영어과외,명진고등학교고등영어과외,명진고등학교고등영어과외,명진고등학교 고등 영어과외 교과 내용을 자신의 말로 설명해 보는 교과 진도에 맞는 계획을 알아봅니다,명진고등학교|고등|영어|과외,명진고등학교|고등|영어|과외,명진고등학교|고등|영어|과외,true,정상
school,,조일고등학교,고등학교,고등,수학,false,조일고등학교 고등 수학과외,조일고등학교고등수학과외,조일고등학교고등수학과외,조일고등학교 고등 수학과외 수학 개념 이해와 문제풀이 순서를 점검합니다 학습 방향을 함께 살펴봅니다,조일고등학교|고등|수학|과외,조일고등학교|고등|수학|과외,조일고등학교|고등|수학|과외,true,정상
school,,대전노은고등학교,고등학교,고등,과학,false,대전노은고등학교 고등 과학과외,대전노은고등학교고등과학과외,대전노은고등학교고등과학과외,대전노은고등학교 고등 과학과외 과학 원리와 문제 적용 순서를 점검합니다 학습 방향을 함께 살펴봅니다,대전노은고등학교|고등|과학|과외,대전노은고등학교|고등|과학|과외,대전노은고등학교|고등|과학|과외,true,정상
school,,경남고등학교,고등학교,고등,국어,false,경남고등학교 고등 국어과외,경남고등학교고등국어과외,경남고등학교고등국어과외,경남고등학교 고등 국어과외 매일 이어갈 수 있는 학습 리듬을 만드는 오답을 줄이는 과정을 살펴봅니다,경남고등학교|고등|국어|과외,경남고등학교|고등|국어|과외,경남고등학교|고등|국어|과외,true,정상
school,,동작고등학교,고등학교,고등,영수,false,동작고등학교 고등 영수과외,동작고등학교고등영수과외,동작고등학교고등영수과외,동작고등학교 고등 영수과외 매일 이어갈 수 있는 학습 리듬을 만드는 개념과 적용의 연결을 살펴봅니다,동작고등학교|고등|영수|과외,동작고등학교|고등|영수|과외,동작고등학교|고등|영수|과외,true,정상
school,,반곡고등학교,고등학교,고등학생,영어,false,반곡고등학교 고등학생 영어과외,반곡고등학교고등학생영어과외,반곡고등학교고등학생영어과외,반곡고등학교 고등학생 영어과외 현재 수준에 맞춰 단계적으로 접근하는 질문과 설명의 과정을 안내합니다,반곡고등학교|고등학생|영어|과외,반곡고등학교|고등학생|영어|과외,반곡고등학교|고등학생|영어|과외,true,정상
